,ds,yhat,yhat_lower,yhat_upper
96,2023-11-05,56.76214396906154,47.21591393644947,67.03010822453763
97,2023-11-12,56.41218039390105,46.49821278689997,66.82264223675813
98,2023-11-19,56.062216818740595,45.78029693609658,66.71116472807515
99,2023-11-26,55.71225324358012,45.40577873366157,65.97690744099569
100,2023-12-03,55.36228966841965,44.859736122573125,65.33773675696165
101,2023-12-10,55.012326093259176,44.95753176148991,65.22739126356872
102,2023-12-17,54.6623625180987,44.14936586842568,65.24574562185023
103,2023-12-24,54.312398942938245,43.82688392331565,64.03802530642547
104,2023-12-31,53.96243536777776,44.234392001646704,63.878373383146226
105,2024-01-07,53.6124717926173,42.88992820194627,64.20544601900058
106,2024-01-14,53.26250821745682,43.036986264930334,63.31578958795145
